commodity,commodity_group,state,district,date,arrival_quantity,min_price,modal_price,max_price,msp,arrival_unit,price_unit,date_processed
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,10-05-2025,13.00,600.00,900.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434395
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,11-05-2025,14.00,700.00,1100.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434405
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,12-05-2025,9.10,600.00,900.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434412
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,13-05-2025,6.40,500.00,900.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434419
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,15-05-2025,6.00,600.00,950.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434426
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,17-05-2025,5.50,800.00,1150.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434433
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,18-05-2025,3.90,2200.00,2700.00,3200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434443
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,19-05-2025,5.50,700.00,950.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434452
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,20-05-2025,5.90,700.00,950.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434460
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,21-05-2025,6.60,600.00,800.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434467
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,22-05-2025,10.40,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434474
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,24-05-2025,13.00,600.00,900.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434481
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,25-05-2025,12.30,500.00,750.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434490
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,26-05-2025,11.20,700.00,1050.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434498
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,27-05-2025,7.50,500.00,850.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434507
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,28-05-2025,10.30,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434514
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,29-05-2025,8.50,1500.00,1750.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434524
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,31-05-2025,14.50,600.00,950.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434531
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,01-06-2025,9.30,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434540
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,02-06-2025,10.90,400.00,900.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434547
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,03-06-2025,6.50,1000.00,1250.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434554
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,04-06-2025,5.80,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434562
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,05-06-2025,13.00,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434569
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,07-06-2025,4.50,1500.00,2250.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434576
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,08-06-2025,14.00,1000.00,1400.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434585
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,09-06-2025,3.20,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434592
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,10-06-2025,8.90,1200.00,1750.00,2300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434601
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,11-06-2025,8.90,1500.00,2000.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434609
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,12-06-2025,8.40,1200.00,1500.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434616
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,14-06-2025,7.70,1500.00,2000.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434623
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,15-06-2025,9.50,1500.00,2250.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434632
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,16-06-2025,8.30,1400.00,1850.00,2300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434640
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,17-06-2025,7.20,1600.00,2000.00,2400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434647
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,18-06-2025,7.60,1400.00,1800.00,2200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434654
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,19-06-2025,13.00,850.00,1550.00,2250.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434661
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,21-06-2025,17.00,1000.00,1250.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434670
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,22-06-2025,11.20,500.00,850.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434679
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,23-06-2025,7.70,800.00,1000.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434687
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,24-06-2025,10.50,700.00,800.00,900.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434694
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,25-06-2025,6.50,1000.00,1400.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434701
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,26-06-2025,13.00,600.00,800.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434710
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,28-06-2025,10.80,300.00,750.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434719
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,29-06-2025,9.30,200.00,700.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434727
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,30-06-2025,5.10,1500.00,2000.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434734
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,01-07-2025,9.30,1400.00,1800.00,2200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434741
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,03-07-2025,9.70,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434748
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,05-07-2025,5.90,700.00,1000.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434759
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,06-07-2025,8.00,1200.00,1800.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434768
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,07-07-2025,7.20,1000.00,1400.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434776
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,08-07-2025,7.30,2000.00,2250.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434783
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,09-07-2025,5.50,1000.00,1700.00,2400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434790
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,10-07-2025,8.00,2500.00,2750.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434797
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,12-07-2025,13.00,2500.00,3000.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434804
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,13-07-2025,9.30,1200.00,2000.00,2800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434814
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,14-07-2025,7.20,2000.00,2500.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434821
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,15-07-2025,6.50,2000.00,2600.00,3200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434828
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,16-07-2025,5.20,1700.00,1950.00,2200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434837
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,17-07-2025,8.00,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434845
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,19-07-2025,9.10,1200.00,1700.00,2200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434852
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,20-07-2025,6.50,1500.00,2000.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434861
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,21-07-2025,7.20,1500.00,2350.00,3200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434868
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,22-07-2025,8.20,1500.00,2250.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434876
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,23-07-2025,7.00,1200.00,1850.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434883
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,24-07-2025,7.50,1300.00,1900.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434890
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,27-07-2025,7.40,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434899
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,28-07-2025,4.90,1500.00,2150.00,2800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434908
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,29-07-2025,5.10,3000.00,4500.00,6000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434917
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,30-07-2025,3.90,3000.00,5000.00,7000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434924
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,31-07-2025,8.10,2000.00,3500.00,5000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434932
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,02-08-2025,7.30,1300.00,1900.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434939
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,03-08-2025,8.00,1500.00,2000.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434948
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,04-08-2025,11.00,1500.00,2000.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434955
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,05-08-2025,6.50,2500.00,3000.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434962
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,06-08-2025,5.20,2500.00,3000.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434970
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,07-08-2025,8.30,1300.00,2400.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434977
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,10-08-2025,13.00,1400.00,1900.00,2800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434984
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,11-08-2025,9.60,1000.00,1900.00,2800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.434995
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,12-08-2025,5.90,2000.00,2500.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435002
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,13-08-2025,8.00,2500.00,3000.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435010
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,14-08-2025,6.70,2000.00,2750.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435017
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,16-08-2025,7.00,2200.00,2600.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435024
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,17-08-2025,11.00,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435031
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,18-08-2025,5.80,2500.00,3000.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435041
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,19-08-2025,3.40,3000.00,4000.00,5000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435048
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,20-08-2025,7.90,2500.00,3000.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435055
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,21-08-2025,10.50,2000.00,2600.00,3200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435062
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,23-08-2025,13.00,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435074
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,24-08-2025,13.00,1000.00,1250.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435081
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,25-08-2025,14.00,1000.00,1400.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435096
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,26-08-2025,11.20,1200.00,1500.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435103
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,27-08-2025,10.50,1200.00,1350.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435112
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,28-08-2025,11.20,1400.00,1700.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435119
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,30-08-2025,9.00,1000.00,1250.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435127
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,01-09-2025,5.50,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435137
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,02-09-2025,6.50,1500.00,2500.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435144
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,03-09-2025,5.10,1000.00,1400.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435152
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,04-09-2025,4.80,1200.00,1350.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435162
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,06-09-2025,6.50,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435169
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,07-09-2025,13.00,1000.00,1250.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435176
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,08-09-2025,8.20,500.00,750.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435185
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,09-09-2025,4.90,600.00,900.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435193
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,11-09-2025,11.20,500.00,1000.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435200
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,13-09-2025,10.50,600.00,900.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435207
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,14-09-2025,10.20,750.00,1050.00,1350.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435214
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,15-09-2025,8.30,500.00,900.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435251
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,16-09-2025,13.00,600.00,800.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435260
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,17-09-2025,7.90,400.00,800.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435270
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,18-09-2025,10.20,1500.00,2250.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435277
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,20-09-2025,13.00,700.00,800.00,900.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435284
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,21-09-2025,8.20,500.00,1000.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435291
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,22-09-2025,7.40,1000.00,1300.00,1600.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435299
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,23-09-2025,6.50,1500.00,2000.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435308
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,24-09-2025,6.90,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435316
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,25-09-2025,10.50,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435323
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,27-09-2025,10.40,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435330
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,28-09-2025,8.50,500.00,1000.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435359
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,30-09-2025,8.30,1000.00,2000.00,3000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435371
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,01-10-2025,6.20,1200.00,1850.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435381
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,04-10-2025,6.80,1000.00,1400.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435388
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,06-10-2025,7.00,1400.00,1700.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435395
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,07-10-2025,8.30,1200.00,1700.00,2200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435403
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,08-10-2025,5.50,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435410
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,09-10-2025,6.80,1000.00,1700.00,2400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435419
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,12-10-2025,3.90,1000.00,1750.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435426
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,13-10-2025,14.00,1200.00,1700.00,2200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435434
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,14-10-2025,6.40,1200.00,1750.00,2300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435441
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,15-10-2025,4.70,1400.00,2300.00,3200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435450
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,16-10-2025,10.40,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435457
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,18-10-2025,8.90,1000.00,1400.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435467
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,23-10-2025,11.00,1000.00,1250.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435474
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,26-10-2025,11.50,500.00,750.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435481
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,27-10-2025,5.50,700.00,800.00,900.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435488
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,28-10-2025,10.40,500.00,700.00,900.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435495
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,29-10-2025,8.30,600.00,700.00,800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435503
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,30-10-2025,4.20,1200.00,1600.00,2000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435512
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,01-11-2025,7.80,500.00,900.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435519
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,02-11-2025,9.30,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435529
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,03-11-2025,4.40,1000.00,1400.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435536
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,05-11-2025,8.00,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435543
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,07-11-2025,6.40,750.00,1750.00,2750.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435551
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,09-11-2025,5.80,1200.00,1750.00,2300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435560
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,10-11-2025,4.50,1500.00,2350.00,3200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435567
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,11-11-2025,7.70,1400.00,1950.00,2500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435578
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,12-11-2025,6.70,2000.00,3000.00,4000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435586
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,13-11-2025,6.50,2500.00,3150.00,3800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435593
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,15-11-2025,3.10,2300.00,3150.00,4000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435600
Tomato,Vegetables,Maharashtra,Chattrapati Sambhajinagar,16-11-2025,7.20,2000.00,2750.00,3500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.435611
