,,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,,
Maharashtra,Ahmednagar,Vegetables,Onion,10-07-2025,-,5480.60,Metric Tonnes,261.76,1117.01,1693.60,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-07-2025,-,4434.46,Metric Tonnes,205.88,1107.19,1836.49,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-07-2025,-,8117.60,Metric Tonnes,291.26,1141.08,1679.81,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-07-2025,-,966.35,Metric Tonnes,336.10,1267.12,1758.42,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-07-2025,-,8206.30,Metric Tonnes,305.90,1133.85,1644.22,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-07-2025,-,4318.94,Metric Tonnes,251.58,1082.82,1758.80,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-07-2025,-,4576.50,Metric Tonnes,393.28,1113.84,1629.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-07-2025,-,4053.10,Metric Tonnes,323.74,1117.31,1656.56,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-07-2025,-,4282.84,Metric Tonnes,270.93,1110.64,1733.94,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-07-2025,-,6240.89,Metric Tonnes,302.67,1066.69,1620.65,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-07-2025,-,2321.35,Metric Tonnes,209.76,1119.49,1765.14,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-07-2025,-,8645.90,Metric Tonnes,337.58,1134.80,1684.65,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-07-2025,-,3989.57,Metric Tonnes,262.06,1121.33,1813.90,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-07-2025,-,5677.89,Metric Tonnes,370.59,1216.88,1633.16,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-07-2025,-,4551.00,Metric Tonnes,266.03,1000.15,1572.37,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-07-2025,-,1025.00,Metric Tonnes,339.41,1160.59,1765.15,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-07-2025,-,2526.50,Metric Tonnes,200.00,1000.00,1649.12,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-07-2025,-,1427.79,Metric Tonnes,391.91,1225.57,1704.98,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-07-2025,-,11062.90,Metric Tonnes,315.49,1119.62,1594.86,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-07-2025,-,3487.60,Metric Tonnes,123.02,1010.30,1851.12,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-07-2025,-,6144.64,Metric Tonnes,343.20,1231.72,1620.21,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-07-2025,-,5339.20,Metric Tonnes,278.05,1056.25,1595.93,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-08-2025,-,5623.49,Metric Tonnes,240.90,1051.50,1670.83,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-08-2025,-,5814.70,Metric Tonnes,329.65,1168.60,1575.88,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-08-2025,-,2984.74,Metric Tonnes,210.87,1081.13,1725.67,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-08-2025,-,5203.60,Metric Tonnes,227.47,944.17,1576.80,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-08-2025,-,4778.76,Metric Tonnes,220.04,1030.40,1679.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-08-2025,-,2019.58,Metric Tonnes,275.92,1115.71,1553.15,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-08-2025,-,5702.80,Metric Tonnes,253.54,966.39,1546.87,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-08-2025,-,1734.90,Metric Tonnes,343.35,1216.09,1754.49,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-08-2025,-,3048.40,Metric Tonnes,198.34,850.83,1552.49,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-08-2025,-,1576.22,Metric Tonnes,130.29,1048.68,1769.51,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-08-2025,-,6671.10,Metric Tonnes,402.31,1114.97,1693.75,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-08-2025,-,3565.52,Metric Tonnes,233.79,1144.32,1901.73,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-08-2025,-,6493.10,Metric Tonnes,495.50,1419.14,1920.68,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-08-2025,-,3017.60,Metric Tonnes,446.40,1348.54,1875.75,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-08-2025,-,1678.45,Metric Tonnes,366.11,1627.01,2319.39,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-08-2025,-,12156.41,Metric Tonnes,423.72,1270.20,1907.22,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-08-2025,-,4998.20,Metric Tonnes,219.45,1309.79,2189.35,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-08-2025,-,14587.70,Metric Tonnes,396.39,1226.85,1838.18,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-08-2025,-,6558.25,Metric Tonnes,255.22,1234.88,1983.13,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-08-2025,-,16009.90,Metric Tonnes,483.87,1390.69,1878.47,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-08-2025,-,8709.70,Metric Tonnes,271.22,1219.47,1759.98,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-08-2025,-,5096.80,Metric Tonnes,268.26,1180.19,1958.03,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-08-2025,-,9900.40,Metric Tonnes,342.92,1184.64,1703.28,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-08-2025,-,1804.30,Metric Tonnes,106.85,925.47,1723.61,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-08-2025,-,19722.60,Metric Tonnes,435.63,1157.91,1648.74,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-08-2025,-,6259.66,Metric Tonnes,234.52,998.87,1705.78,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-08-2025,-,2838.40,Metric Tonnes,372.02,1169.93,1753.82,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-08-2025,-,3688.10,Metric Tonnes,346.88,1036.65,1526.65,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-08-2025,-,5459.21,Metric Tonnes,264.45,1087.13,1794.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-08-2025,-,76.60,Metric Tonnes,118.28,868.15,1590.60,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-08-2025,-,2444.00,Metric Tonnes,261.26,1046.89,1758.63,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-09-2025,-,12623.90,Metric Tonnes,290.72,990.05,1563.97,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-09-2025,-,4889.97,Metric Tonnes,228.51,1069.84,1846.76,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-09-2025,-,6096.00,Metric Tonnes,300.87,1073.26,1647.81,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-09-2025,-,2613.70,Metric Tonnes,351.40,1069.71,1582.10,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-09-2025,-,5364.88,Metric Tonnes,166.27,1065.16,1863.94,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-09-2025,-,9727.60,Metric Tonnes,313.76,984.75,1585.36,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-09-2025,-,1724.64,Metric Tonnes,300.92,1273.61,1873.69,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-09-2025,-,7176.02,Metric Tonnes,364.51,1065.96,1536.98,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-09-2025,-,6137.64,Metric Tonnes,206.61,979.31,1683.93,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-09-2025,-,8179.15,Metric Tonnes,329.13,987.89,1508.31,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-09-2025,-,3206.90,Metric Tonnes,294.24,856.27,1356.42,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-09-2025,-,6862.82,Metric Tonnes,237.28,928.97,1527.84,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-09-2025,-,7413.34,Metric Tonnes,266.71,864.49,1346.28,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-09-2025,-,2376.50,Metric Tonnes,171.10,890.23,1583.75,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-09-2025,-,5502.95,Metric Tonnes,273.02,899.97,1327.77,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-09-2025,-,1500.00,Metric Tonnes,295.34,1002.80,1550.27,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-09-2025,-,6458.30,Metric Tonnes,266.44,939.51,1531.32,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-09-2025,-,6026.10,Metric Tonnes,253.46,880.49,1335.31,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-09-2025,-,4968.08,Metric Tonnes,261.64,979.39,1606.82,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-09-2025,-,7291.29,Metric Tonnes,277.07,858.74,1350.07,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-09-2025,-,2301.14,Metric Tonnes,189.48,895.83,1508.19,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-09-2025,-,7166.66,Metric Tonnes,321.51,955.64,1390.24,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-09-2025,-,2753.49,Metric Tonnes,180.76,975.60,1736.87,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-09-2025,-,4932.60,Metric Tonnes,383.37,1020.13,1545.61,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-09-2025,-,5269.70,Metric Tonnes,247.14,834.68,1270.71,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-09-2025,-,1664.39,Metric Tonnes,164.49,996.08,1708.26,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-09-2025,-,9093.70,Metric Tonnes,271.34,882.86,1409.10,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-09-2025,-,177.20,Metric Tonnes,277.31,1209.37,1477.48,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-09-2025,-,3548.60,Metric Tonnes,341.66,1001.96,1549.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-09-2025,-,2930.28,Metric Tonnes,161.32,1052.79,1889.63,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-10-2025,-,1443.40,Metric Tonnes,280.14,1224.33,1694.91,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-10-2025,-,6114.00,Metric Tonnes,222.23,881.76,1347.50,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-10-2025,-,3376.34,Metric Tonnes,196.71,1073.34,1844.63,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-10-2025,-,4143.25,Metric Tonnes,333.15,986.90,1592.42,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-10-2025,-,1076.21,Metric Tonnes,172.20,1091.96,1778.89,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-10-2025,-,1954.18,Metric Tonnes,299.44,957.10,1474.28,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-10-2025,-,4204.60,Metric Tonnes,178.08,1066.52,1925.97,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-10-2025,-,6369.13,Metric Tonnes,296.50,1044.22,1750.13,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-10-2025,-,2329.60,Metric Tonnes,304.29,951.86,1470.51,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-10-2025,-,11.20,Metric Tonnes,200.00,800.00,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-10-2025,-,4338.70,Metric Tonnes,150.00,750.00,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-10-2025,-,1706.49,Metric Tonnes,178.09,1054.80,1759.22,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-10-2025,-,19186.80,Metric Tonnes,231.57,961.63,1499.08,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-10-2025,-,4946.34,Metric Tonnes,163.59,970.72,1771.25,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-10-2025,-,6503.04,Metric Tonnes,285.73,926.50,1552.71,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-10-2025,-,2283.00,Metric Tonnes,212.80,942.55,1578.51,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-10-2025,-,1191.70,Metric Tonnes,293.33,1000.00,1706.67,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-10-2025,-,277.20,Metric Tonnes,100.00,889.11,1583.66,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-10-2025,-,112.30,Metric Tonnes,200.00,1000.00,1601.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-10-2025,-,387.30,Metric Tonnes,200.00,1150.00,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-10-2025,-,475.70,Metric Tonnes,529.16,757.03,942.19,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-10-2025,-,1901.40,Metric Tonnes,500.00,1300.00,1900.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-10-2025,-,1009.02,Metric Tonnes,215.47,1437.53,2362.45,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-10-2025,-,5251.80,Metric Tonnes,298.67,1171.31,1990.15,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-10-2025,-,3680.39,Metric Tonnes,163.87,1136.37,2040.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-10-2025,-,6535.10,Metric Tonnes,363.83,1278.20,2047.80,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-10-2025,-,2309.90,Metric Tonnes,321.89,1198.50,1818.03,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-10-2025,-,6261.53,Metric Tonnes,192.92,1303.02,2222.02,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-11-2025,-,15220.80,Metric Tonnes,458.32,1091.00,1633.97,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-11-2025,-,3346.72,Metric Tonnes,152.74,1283.62,2204.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-11-2025,-,11767.80,Metric Tonnes,325.33,1114.94,1746.51,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-11-2025,-,518.00,Metric Tonnes,427.47,1457.34,2125.55,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-11-2025,-,5449.49,Metric Tonnes,314.51,1190.52,1968.55,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-11-2025,-,691.20,Metric Tonnes,444.33,1184.95,1716.70,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-11-2025,-,2751.20,Metric Tonnes,257.54,1206.86,1981.94,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-11-2025,-,3689.60,Metric Tonnes,350.75,1020.32,1648.06,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-11-2025,-,1542.20,Metric Tonnes,202.64,1347.36,2268.33,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-11-2025,-,1972.50,Metric Tonnes,231.76,1100.61,1827.56,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-11-2025,-,658.40,Metric Tonnes,192.89,973.67,1754.69,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-11-2025,-,2460.80,Metric Tonnes,241.94,1190.42,1984.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-11-2025,-,2034.80,Metric Tonnes,335.78,1084.29,1827.74,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-11-2025,-,1653.10,Metric Tonnes,225.30,1202.22,2148.56,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-11-2025,-,1166.60,Metric Tonnes,346.91,1097.14,1778.42,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-11-2025,-,1363.39,Metric Tonnes,104.70,1046.53,2009.40,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-11-2025,-,4740.90,Metric Tonnes,393.47,1178.36,1956.30,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-11-2025,-,1307.19,Metric Tonnes,313.45,1113.71,1863.26,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-11-2025,-,2735.90,Metric Tonnes,255.16,1295.69,2314.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-11-2025,-,7035.20,Metric Tonnes,282.04,1079.56,1837.70,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-11-2025,-,3195.40,Metric Tonnes,322.66,1247.57,2084.87,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-11-2025,-,7721.00,Metric Tonnes,271.28,1023.14,1754.18,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-11-2025,-,2470.50,Metric Tonnes,158.42,1166.84,2244.08,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-11-2025,-,7849.90,Metric Tonnes,259.74,1100.49,1883.03,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-11-2025,-,3143.40,Metric Tonnes,198.28,1190.22,2197.50,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-11-2025,-,4963.90,Metric Tonnes,325.95,1139.97,2041.78,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-11-2025,-,5760.30,Metric Tonnes,238.98,1044.61,1835.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-11-2025,-,2732.30,Metric Tonnes,286.71,1187.58,2189.57,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-11-2025,-,6685.60,Metric Tonnes,257.24,1014.23,1881.74,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-11-2025,-,2476.90,Metric Tonnes,102.79,1073.45,2149.10,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-12-2025,-,3670.10,Metric Tonnes,252.87,1067.32,1921.24,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-12-2025,-,442.68,Metric Tonnes,266.26,991.57,1750.61,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-12-2025,-,4661.70,Metric Tonnes,268.09,1170.85,2034.11,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-12-2025,-,6426.00,Metric Tonnes,231.68,1008.25,1797.82,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-12-2025,-,4248.10,Metric Tonnes,190.29,1195.72,2259.93,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-12-2025,-,5801.60,Metric Tonnes,282.59,990.28,1764.49,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-12-2025,-,2721.67,Metric Tonnes,158.00,1269.21,2324.10,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-12-2025,-,7258.40,Metric Tonnes,334.57,1409.01,2145.76,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-12-2025,-,2642.60,Metric Tonnes,189.85,1461.56,2706.78,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-12-2025,-,992.30,Metric Tonnes,327.10,1575.86,2658.62,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-12-2025,-,6583.00,Metric Tonnes,415.49,1653.07,2740.42,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-12-2025,-,4558.04,Metric Tonnes,307.52,1626.34,3390.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-12-2025,-,7949.90,Metric Tonnes,349.43,1703.17,2834.88,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-12-2025,-,999.68,Metric Tonnes,217.51,1686.67,3197.66,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-12-2025,-,11346.17,Metric Tonnes,335.31,1799.08,3003.60,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-12-2025,-,2991.74,Metric Tonnes,249.06,1952.95,3597.79,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-12-2025,-,7736.80,Metric Tonnes,455.09,1751.69,3387.57,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-12-2025,-,10727.10,Metric Tonnes,223.93,1386.14,2519.67,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-12-2025,-,4497.46,Metric Tonnes,233.30,1486.90,2546.59,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-12-2025,-,4618.90,Metric Tonnes,334.48,1492.73,2175.86,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-12-2025,-,938.30,Metric Tonnes,108.83,1276.49,2394.15,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-12-2025,-,13071.20,Metric Tonnes,255.40,1190.19,2199.96,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-12-2025,-,2780.67,Metric Tonnes,164.87,1323.38,2471.10,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-12-2025,-,4298.30,Metric Tonnes,339.98,1383.75,2276.51,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-12-2025,-,8095.00,Metric Tonnes,212.59,1099.93,2044.02,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-12-2025,-,16585.46,Metric Tonnes,128.14,1344.80,2553.21,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-12-2025,-,3586.10,Metric Tonnes,369.55,1633.44,2335.73,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-12-2025,-,817.80,Metric Tonnes,112.67,1368.57,2628.84,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-12-2025,-,5381.10,Metric Tonnes,309.09,1645.61,2478.78,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-12-2025,-,3046.79,Metric Tonnes,155.81,1349.15,2490.37,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-12-2025,-,5677.70,Metric Tonnes,282.53,1541.70,2559.97,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-01-2026,-,12699.30,Metric Tonnes,212.84,1269.11,2337.36,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-01-2026,-,1735.88,Metric Tonnes,213.82,1319.33,2295.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-01-2026,-,5630.70,Metric Tonnes,329.60,1457.01,2166.53,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-01-2026,-,6377.75,Metric Tonnes,177.16,1391.26,2047.07,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-01-2026,-,17928.40,Metric Tonnes,243.51,1118.64,1955.98,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-01-2026,-,1777.34,Metric Tonnes,171.26,1164.61,2052.42,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-01-2026,-,9678.00,Metric Tonnes,280.65,1364.77,1925.21,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-01-2026,-,3287.40,Metric Tonnes,265.27,1212.61,1880.50,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-01-2026,-,1649.69,Metric Tonnes,129.82,1123.32,1969.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-01-2026,-,5109.40,Metric Tonnes,368.02,1209.62,1864.36,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-01-2026,-,5922.40,Metric Tonnes,194.37,1430.54,1969.05,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-01-2026,-,5714.60,Metric Tonnes,220.24,959.56,1679.53,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-01-2026,-,2672.82,Metric Tonnes,216.20,1104.48,1872.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-01-2026,-,5667.60,Metric Tonnes,254.81,1260.68,1987.81,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-01-2026,-,1605.40,Metric Tonnes,254.87,1168.91,1893.21,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-01-2026,-,4498.65,Metric Tonnes,208.96,1237.24,1932.22,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-01-2026,-,4413.40,Metric Tonnes,374.00,1374.68,1862.10,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-01-2026,-,4904.17,Metric Tonnes,193.60,1315.60,1969.57,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-01-2026,-,2719.80,Metric Tonnes,264.41,1193.44,1951.01,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-01-2026,-,2131.33,Metric Tonnes,310.52,1234.44,2028.04,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-01-2026,-,8362.50,Metric Tonnes,290.56,1364.28,2003.56,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-01-2026,-,3796.50,Metric Tonnes,268.12,1170.42,1853.92,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-01-2026,-,3972.82,Metric Tonnes,241.91,1159.54,1945.99,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-01-2026,-,5096.86,Metric Tonnes,371.29,1199.90,1743.27,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-01-2026,-,9430.29,Metric Tonnes,205.25,1296.52,1895.07,Rs./Quintal
